_id,author,category,etext,language,title,zipfile
47,"Dumas, Alexandre",Fiction,http://www.gutenberg.org/etext/1184,English,"Count of Monte Cristo, The",http://www.archive.org/download/count_monte_cristo_0711_librivox/count_monte_cristo_0711_librivox_64kb_mp3.zip
52,"Balzac, Honoré de",Fiction,http://www.gutenberg.org/etext/1941,English,Letters of Two Brides,http://www.archive.org/download/letters_brides_0709_librivox/letters_brides_0709_librivox_64kb_mp3.zip
53,"Dickens, Charles",Fiction,http://www.gutenberg.org/etext/1023,English,Bleak House,http://www.archive.org/download/bleak_house_cl_librivox/bleak_house_cl_librivox_64kb_mp3.zip
54,"France, Anatole",Fiction,http://www.gutenberg.org/etext/1930,English,Penguin Island,http://www.archive.org/download/penguin_island_ms_librivox/penguin_island_ms_librivox_64kb_mp3.zip
55,"Fitzgerald, F. Scott",Fiction,http://www.gutenberg.org/etext/805,English,This Side of Paradise,http://www.archive.org/download/this_side_paradise_librivox/this_side_paradise_librivox_64kb_mp3.zip
56,"Burnett, Frances Hodgson",Fiction,http://www.gutenberg.org/etext/113,English,"Secret Garden, The",http://www.archive.org/download/secret_garden_librivox/secret_garden_librivox_64kb_mp3.zip
57,"Dumas, Alexandre",Fiction,http://www.gutenberg.org/etext/1259,English,Twenty Years After,http://www.archive.org/download/twentyyearsafter_0904_librivox/twentyyearsafter_0904_librivox_64kb_mp3.zip
59,"Twain, Mark",Fiction,http://www.gutenberg.org/etext/76,English,"Adventures of Huckleberry Finn, The",http://www.archive.org/download/huck_finn_librivox/huck_finn_librivox_64kb_mp3.zip
64,"Conrad, Joseph",Fiction,http://www.gutenberg.org/etext/219,English,Heart of Darkness,http://www.archive.org/download/heart_of_darkness/heart_of_darkness_64kb_mp3.zip
65,Homer,Fiction,http://www.gutenberg.org/etext/1727,English,"Odyssey, The",http://www.archive.org/download/odyssey_butler_librivox/odyssey_butler_librivox_64kb_mp3.zip
66,"Grimm, Jacob & Wilhelm",Fiction,http://gutenberg.spiegel.de/grimm/maerchen/0htmldir.htm,German,Märchen (Index aller Märchen),http://www.archive.org/download/grimm_maerchen_1_librivox/grimm_maerchen_1_librivox_64kb_mp3.zip
67,Dante Alighieri,Fiction,http://www.gutenberg.org/etext/1004,English,"Divine Comedy, The",http://www.archive.org/download/divine_comedy_librivox/divine_comedy_librivox_64kb_mp3.zip
71,"Wilde, Oscar",Fiction,http://www.gutenberg.org/etext/14522,English,"Canterville Ghost, The",http://www.archive.org/download/canterville_ghost_librivox/canterville_ghost_librivox_64kb_mp3.zip
73,Esopo,,http://www.edyd.com/Fabulas/Esopo/Eindice.htm,Spanish,"Fábulas de Esopo, Las, Vol 1",http://www.archive.org/download/fabulas_esopo_01_librivox/fabulas_esopo_01_librivox_64kb_mp3.zip
74,"Baum, L. Frank",Fiction,http://www.gutenberg.org/etext/5312,English,Mother Goose in Prose,http://www.archive.org/download/mother_goose_prose_librivox/mother_goose_prose_librivox_64kb_mp3.zip
75,"Stowe, Harriet Beecher",Fiction,http://www.gutenberg.org/etext/203,English,Uncle Tom's Cabin,http://www.archive.org/download/uncle_toms_cabin_librivox/uncle_toms_cabin_librivox_64kb_mp3.zip
76,"Mangasarian, M. M.",Non-fiction,http://www.gutenberg.org/etext/6107,English,"Truth About Jesus.  Is He a Myth?, The",http://www.archive.org/download/truth_about_jesus_librivox/truth_about_jesus_librivox_64kb_mp3.zip
78,"Wurdz, Gideon",Fiction,http://www.gutenberg.org/etext/1989,English,"Foolish Dictionary, The",http://www.archive.org/download/foolish_dictionary_librivox/foolish_dictionary_librivox_64kb_mp3.zip
79,"MacDonald, George",,http://www.gutenberg.org/etext/9301,English,Ranald Bannerman's Boyhood,http://www.archive.org/download/ranald_bannermans_boyhood_librivox/ranald_bannermans_boyhood_librivox_64kb_mp3.zip
80,"La Fontaine, Jean de",Fiction,http://www.gutenberg.org/etext/17941,French,"Fables de La Fontaine, livre 01",http://www.archive.org/download/fables_lafontaine_01_librivox/fables_lafontaine_01_librivox_64kb_mp3.zip
81,"Freud, Sigmund",Non-fiction,http://www.gutenberg.org/etext/15489,English,Dream Psychology,http://www.archive.org/download/dream_psychology_librivox/dream_psychology_librivox_64kb_mp3.zip
82,"May, Karl",Fiction,http://gutenberg.spiegel.de/may/winnet1/0inhalt.htm,German,Winnetou I,http://www.archive.org/download/winnetou1_librivox/winnetou1_librivox_64kb_mp3.zip
83,"Wollstonecraft, Mary",Non-fiction,http://www.gutenberg.org/dirs/etext02/vorow10.txt,English,"Vindication of the Rights of Woman, A",http://www.archive.org/download/vindication_woman_librivox/vindication_woman_librivox_64kb_mp3.zip
84,"Richardson, Henry Handel",Fiction,http://www.gutenberg.org/dirs/etext03/tgttw10.txt,English,"Getting of Wisdom, The",http://www.archive.org/download/getting_wisdom_librivox/getting_wisdom_librivox_64kb_mp3.zip
85,"Boethius, Anicius Manlius Severinus",Non-fiction,http://www.gutenberg.org/etext/14328,English,"Consolation of Philosophy, The",http://www.archive.org/download/the_consolation_of_philosophy_librivox/the_consolation_of_philosophy_librivox_64kb_mp3.zip
86,"Austen, Jane",Fiction,http://www.gutenberg.org/etext/158,English,Emma,http://www.archive.org/download/emma_solo_librivox/emma_solo_librivox_64kb_mp3.zip
88,"Jerrold, Douglas William",Fiction,http://www.gutenberg.org/etext/6054,English,Mrs. Caudle's Curtain Lectures,http://www.archive.org/download/mrs_caudles_curtain_lectures_librivox/mrs_caudles_curtain_lectures_librivox_64kb_mp3.zip
89,Esopo,Fiction,http://www.edyd.com/Fabulas/Esopo/Eindice.htm,Spanish,"Fábulas de Esopo, Las, Vol 2",http://www.archive.org/download/fabulas_esopo_02_librivox/fabulas_esopo_02_librivox_64kb_mp3.zip
90,"Wilde, Oscar",Dramatic Works,http://www.gutenberg.org/etext/844,English,"Importance of Being Earnest, The",http://www.archive.org/download/being_earnest_librivox/being_earnest_librivox_64kb_mp3.zip
93,"Hope, Laura Lee",Fiction,http://www.gutenberg.org/etext/19425,English,"Story of a Stuffed Elephant, The",http://www.archive.org/download/stuffed_elephant_solo_librivox/stuffed_elephant_solo_librivox_64kb_mp3.zip
94,"Grahame, Kenneth",Fiction,http://www.gutenberg.org/etext/289,English,"Wind in the Willows, The",http://www.archive.org/download/wind_in_the_willows_collab_librivox/wind_in_the_willows_collab_librivox_64kb_mp3.zip
96,"Patten, William",Fiction,http://www.gutenberg.org/dirs/etext02/1jrcl10.txt,English,"Junior Classics (vol 1), The",http://www.archive.org/download/junior_classics_vol1_librivox/junior_classics_vol1_librivox_64kb_mp3.zip
97,"Conrad, Joseph",Fiction,http://www.gutenberg.org/etext/5658,English,Lord Jim,http://www.archive.org/download/lord_jim_librivox/lord_jim_librivox_64kb_mp3.zip
99,"Brontë, Charlotte",Fiction,http://www.gutenberg.org/dirs/etext05/7vill10.txt,English,Villette,http://www.archive.org/download/villette_librivox/villette_librivox_64kb_mp3.zip
100,"Poe, Edgar Allan",Fiction,http://www.gutenberg.org/dirs/etext00/poe3v11.txt,English,"Narrative of Arthur Gordon Pym of Nantucket, The",http://www.archive.org/download/narrative_gordon_pym_librivox/narrative_gordon_pym_librivox_64kb_mp3.zip
104,"Pyle, Howard",Fiction,http://www.gutenberg.org/etext/964,English,"Merry Adventures of Robin Hood, The",http://www.archive.org/download/merry_adventures_robin_hood_librivox/merry_adventures_robin_hood_librivox_64kb_mp3.zip
105,"Gaskell, Elizabeth Cleghorn",Fiction,http://www.gutenberg.org/etext/4274,English,Wives and Daughters,http://www.archive.org/download/wives_daughters_0710_librivox/wives_daughters_0710_librivox_64kb_mp3.zip
106,"Burt, Mary E., editor",Poetry,http://www.gutenberg.org/etext/16436,English,Poems Every Child Should Know,http://www.archive.org/download/poems_every_child_should_know_librivox/poems_every_child_should_know_librivox_64kb_mp3.zip
119,Sun Tzu,Non-fiction,http://www.gutenberg.org/etext/17405,English,"Art of War, The",http://www.archive.org/download/art_of_war_librivox/art_of_war_librivox_64kb_mp3.zip
120,"Dumas, Alexandre",Fiction,http://www.gutenberg.org/etext/1257,English,"Three Musketeers, The",http://www.archive.org/download/three_musketeers_0712_librivox/three_musketeers_0712_librivox_64kb_mp3.zip
121,Esopo,,http://www.edyd.com/Fabulas/Esopo/Eindice.htm,Spanish,"Fábulas de Esopo, Las, Vol 3",http://www.archive.org/download/fabulas_esopo_03_librivox/fabulas_esopo_03_librivox_64kb_mp3.zip
122,Louis Segond Bible,Non-fiction,http://abu.cnam.fr/cgi-bin/donner?LSG/lsg43jea,French,"Bible (LSG, 1910) NT 04: Évangile selon Jean",http://www.archive.org/download/jean_lsg_librivox/jean_lsg_librivox_64kb_mp3.zip
123,"Hornung, E. W.",Fiction,http://www.gutenberg.org/etext/706,English,"Amateur Cracksman, The",http://www.archive.org/download/amateur_cracksman_librivox/amateur_cracksman_librivox_64kb_mp3.zip
124,"Stratton-Porter, Gene",Fiction,http://www.gutenberg.org/etext/125,English,"Girl of the Limberlost, A",http://www.archive.org/download/girl_limberlost_librivox/girl_limberlost_librivox_64kb_mp3.zip
126,"Barclay, Florence Louisa",Fiction,http://www.gutenberg.org/etext/3659,English,"Rosary, The",http://www.archive.org/download/rosary_librivox/rosary_librivox_64kb_mp3.zip
127,"Bonnell, Jerry",Non-fiction,http://www.gutenberg.org/etext/744,English,Golden mean to 5000 digits,http://www.archive.org/download/golden_mean_to_5000_digits_0810_librivox/golden_mean_to_5000_digits_0810_librivox_64kb_mp3.zip
128,"Benson, E. F.",Fiction,http://www.gutenberg.org/etext/6840,English,Queen Lucia,http://www.archive.org/download/queen_lucia_librivox/queen_lucia_librivox_64kb_mp3.zip
131,"Perrault, Charles",Fiction,http://gallica.bnf.fr/ark:/12148/bpt6k101479h,French,Histoires ou Contes du temps passé avec des moralités,http://www.archive.org/download/contes_temps_passe_librivox/contes_temps_passe_librivox_64kb_mp3.zip
132,"Cooper, James Fenimore",Fiction,http://www.gutenberg.org/etext/940,English,"Last of the Mohicans, The",http://www.archive.org/download/lastofthemohicans_0809_librivox/lastofthemohicans_0809_librivox_64kb_mp3.zip
133,"Brontë, Charlotte",Fiction,http://www.gutenberg.org/etext/1260,English,Jane Eyre,http://www.archive.org/download/jane_eyre_librivox/jane_eyre_librivox_64kb_mp3.zip
134,"Vergilius Maro, Publius",Poetry,http://www.gutenberg.org/etext/230,English,"Eclogues, The",http://www.archive.org/download/eclogues_0810_librivox/eclogues_0810_librivox_64kb_mp3.zip
135,"Vergilius Maro, Publius",Poetry,http://www.gutenberg.org/etext/229,Latin,Eclogae,http://www.archive.org/download/ecloga_0810_librivox/ecloga_0810_librivox_64kb_mp3.zip
136,"Bly, Nellie",Non-fiction,http://digital.library.upenn.edu/women/bly/world/world.html,English,Around the World in Seventy-Two Days,http://www.archive.org/download/seventy_two_days_librivox/seventy_two_days_librivox_64kb_mp3.zip
137,"Wodehouse, P. G.",Fiction,http://www.gutenberg.org/etext/8164,English,My Man Jeeves,http://www.archive.org/download/my_man_jeeves_librivox/my_man_jeeves_librivox_64kb_mp3.zip
138,"Masefield, John",Poetry,http://www.archive.org/details/SaltWaterBallads,English,"Ballad of John Silver, A",http://www.archive.org/download/ballad_john_silver_librivox/ballad_john_silver_librivox_64kb_mp3.zip
139,"Jackson, Helen Hunt",Poetry,http://www.gutenberg.org/etext/9825,English,"Calendar of Sonnets, A",http://www.archive.org/download/calendar_of_sonnets_librivox/calendar_of_sonnets_librivox_64kb_mp3.zip
140,"Dickens, Charles",Fiction,http://www.gutenberg.org/etext/46,English,"Christmas Carol, A",http://www.archive.org/download/A_Christmas_Carol/A_Christmas_Carol_64kb_mp3.zip
141,"Twain, Mark",Fiction,http://www.gutenberg.org/etext/86,English,"Connecticut Yankee in King Arthur's Court, A",http://www.archive.org/download/connecticutyankee_librivox/connecticutyankee_librivox_64kb_mp3.zip
142,"Larned, William Trowbridge",Fiction,,English,American Indian Fairy Tales,http://www.archive.org/download/american_indian_tales_librivox/american_indian_tales_librivox_64kb_mp3.zip
143,"James, Henry",Fiction,http://www.gutenberg.org/etext/210,English,"International Episode, An",http://www.archive.org/download/international_episode/international_episode_64kb_mp3.zip
144,"Andersen, Hans Christian",Fiction,http://www.gutenberg.org/etext/1597,English,Andersen’s Fairy Tales,http://www.archive.org/download/andersens_fairytales_librivox/andersens_fairytales_librivox_64kb_mp3.zip
145,"Montgomery, Lucy Maud",Fiction,http://www.gutenberg.org/etext/47,English,Anne of Avonlea,http://www.archive.org/download/anne_avonlea/anne_avonlea_64kb_mp3.zip
146,"Montgomery, Lucy Maud",Fiction,http://www.gutenberg.org/etext/45,English,Anne of Green Gables,http://www.archive.org/download/anne_of_green_gables_librivox/anne_of_green_gables_librivox_64kb_mp3.zip
147,"Wilcox, Ella Wheeler",Poetry,http://www.gutenberg.org/etext/16776,English,Art and Heart,http://www.archive.org/download/art_and_heart_librivox/art_and_heart_librivox_64kb_mp3.zip
148,"Kafka, Franz",,http://gutenberg.spiegel.de/kafka/erzaehlg/galerie.htm,German,Auf der Galerie,http://www.archive.org/download/kafka_galerie_librivox/kafka_galerie_librivox_64kb_mp3.zip
149,"Maynard, François",Poetry,http://www.bartleby.com/244/134.html,French,Épigramme,http://www.archive.org/download/epigramme_librivox/epigramme_librivox_64kb_mp3.zip
150,"Whittier, John Greenleaf",Poetry,http://www.bartleby.com/102/81.html,English,Barbara Frietchie,http://www.archive.org/download/barbara_frietchie_librivox/barbara_frietchie_librivox_64kb_mp3.zip
151,Unknown,Poetry,http://www.gutenberg.org/etext/981,English,Beowulf,http://www.archive.org/download/beowulf/beowulf_64kb_mp3.zip
152,"Nietzsche, Friedrich",Non-fiction,http://www.gutenberg.org/etext/4363,English,Beyond Good and Evil,http://www.archive.org/download/beyond_good_and_evil_librivox/beyond_good_and_evil_librivox_64kb_mp3.zip
153,Biblia Sacra Vulgata,Non-fiction,http://www.biblegateway.com/passage/?book_id=23&chapter=22&version=4,Latin,Bible (Biblia Sacra Vulgata) 19: Psalmi XXII,http://www.archive.org/download/psalmi_22_vulgata_librivox/psalmi_22_vulgata_librivox_64kb_mp3.zip
154,"Busch, Wilhelm",Poetry,http://gutenberg.spiegel.de/autoren/busch.htm,German,Bildergeschichten,http://www.archive.org/download/bildergeschichten_librivox/bildergeschichten_librivox_64kb_mp3.zip
155,"Sewell, Anna",Fiction,http://www.gutenberg.org/etext/271,English,Black Beauty: The Autobiography of a Horse,http://www.archive.org/download/blackbeauty_librivox/blackbeauty_librivox_64kb_mp3.zip
156,King James Version,Non-fiction,http://www.gutenberg.org/etext/8017,English,Bible (KJV) 17: Esther,http://www.archive.org/download/publicdomain/publicdomain_64kb_mp3.zip
157,Caedmon,Poetry,http://kayray.org/caedmon.html,Old English,Caedmon's Hymn,http://www.archive.org/download/caedmon_librivox/caedmon_librivox_64kb_mp3.zip
158,"London, Jack",Fiction,http://www.gutenberg.org/etext/215,English,"Call of the Wild, The",http://www.archive.org/download/call_of_the_wild/call_of_the_wild_64kb_mp3.zip
159,"Pound, Ezra",Poetry,http://paintedricecakes.org/languagearts/poetry/cathay_pound.html,English,Cathay,http://www.archive.org/download/cathay_librivox/cathay_librivox_64kb_mp3.zip
160,"Twain, Mark",Non-fiction,http://www.gutenberg.org/etext/19987,English,Chapters from my Autobiography,http://www.archive.org/download/twain_autobiography_librivox/twain_autobiography_librivox_64kb_mp3.zip
161,"Carman, Bliss",Poetry,http://www.bartleby.com/267/149.html,English,"Vagabond Song, A",http://www.archive.org/download/vagabond_song_librivox/vagabond_song_librivox_64kb_mp3.zip
162,"Tolstoy, Leo",Fiction,http://www.gutenberg.org/etext/2142,English,Childhood,http://www.archive.org/download/childhood_english_librivox/childhood_english_librivox_64kb_mp3.zip
163,"Webster, Jean",Fiction,http://www.gutenberg.org/etext/238,English,Dear Enemy,http://www.archive.org/download/dear_enemy_0710_librivox/dear_enemy_0710_librivox_64kb_mp3.zip
164,"Lea, Elizabeth E.",Non-fiction,http://www.gutenberg.org/etext/9101,English,"Domestic Cookery, Useful Receipts, and Hints to Young Housekeepers",http://www.archive.org/download/domestic_cookery_librivox/domestic_cookery_librivox_64kb_mp3.zip
166,"Montgomery, Lucy Maud",Fiction,http://www.gutenberg.org/etext/51,English,Anne of the Island,http://www.archive.org/download/anne_island/anne_island_64kb_mp3.zip
168,"Fea, Allan",Non-fiction,http://www.gutenberg.org/etext/13918,English,Secret Chambers and Hiding Places,http://www.archive.org/download/secret_chambers_librivox/secret_chambers_librivox_64kb_mp3.zip
169,"Donne, John",Poetry,http://www.bartleby.com/101/202.html,English,Death Be Not Proud,http://www.archive.org/download/death_be_not_proud_librivox/death_be_not_proud_librivox_64kb_mp3.zip
170,"United States, Founding Fathers of the",Non-fiction,http://www.gutenberg.org/etext/1,English,Declaration of Independence of the United States of America,http://www.archive.org/download/declaration_of_independence_librivox/declaration_of_independence_librivox_64kb_mp3.zip
171,Stamp Act Congress,Non-fiction,http://www.ushistory.org/declaration/related/sac65.htm,English,Declaration of Rights,http://www.archive.org/download/stamp_act_congress_1765_librivox/stamp_act_congress_1765_librivox_64kb_mp3.zip
172,"Storm, Theodor",Fiction,http://gutenberg.spiegel.de/storm/maerchen/haewelma.htm,German,"Kleine Häwelmann, Der",http://www.archive.org/download/haewelmann_librivox/haewelmann_librivox_64kb_mp3.zip
173,"Storm, Theodor",Fiction,http://gutenberg.spiegel.de/storm/schimmel/schimmel.htm,German,"Schimmelreiter, Der",http://www.archive.org/download/schimmelreiter_storm_librivox/schimmelreiter_storm_librivox_64kb_mp3.zip
174,"Verne, Jules",Fiction,http://www.gutenberg.org/etext/3748,English,"Journey to the Interior of the Earth, A",http://www.archive.org/download/journey_verne_librivox/journey_verne_librivox_64kb_mp3.zip
175,"Burnett, Frances Hodgson",Fiction,http://www.gutenberg.org/etext/146,English,"Little Princess, A",http://www.archive.org/download/littleprincess_librivox/littleprincess_librivox_64kb_mp3.zip
176,"Hoffmann, Heinrich",Poetry,http://gutenberg.spiegel.de/hoffmanh/struwwel/struwwel.htm,German,"Struwwelpeter, Der (version 2)",http://www.archive.org/download/struwwelpeter_de2_librivox/struwwelpeter_de2_librivox_64kb_mp3.zip
177,"Swift, Jonathan",Non-fiction,http://www.gutenberg.org/etext/1080,English,"Modest Proposal, A",http://www.archive.org/download/modestproposal/modestproposal_64kb_mp3.zip
179,"Whitman, Walt",Poetry,http://www.gutenberg.org/etext/1322,English,"Noiseless Patient Spider, A",http://www.archive.org/download/patient_spider/patient_spider_64kb_mp3.zip
180,"Hoffmann, Heinrich",Poetry,http://www.fln.vcu.edu/struwwel/struwwel.html,German,"Struwwelpeter, Der",http://www.archive.org/download/struwwelpeter_de_librivox/struwwelpeter_de_librivox_64kb_mp3.zip
181,"Nietzsche, Friedrich",Non-fiction,http://gutenberg.spiegel.de/nietzsch/wissensc/wissen04.htm,German,"Tolle Mensch, Der",http://www.archive.org/download/tolle_mensch_librivox/tolle_mensch_librivox_64kb_mp3.zip
182,"Goethe, Johann Wolfgang von",Fiction,http://www.gutenberg.org/etext/2407,German,"Leiden des jungen Werther, Die",http://www.archive.org/download/leiden_werther_librivox/leiden_werther_librivox_64kb_mp3.zip
183,"Raabe, Wilhelm",Fiction,http://gutenberg.spiegel.de/raabe/galeere/galeere.htm,German,"Schwarze Galeere, Die",http://www.archive.org/download/schwarze_galeere_librivox/schwarze_galeere_librivox_64kb_mp3.zip
184,"Macaulay, Thomas Babington",Non-fiction,http://www.gutenberg.org/etext/1468,English,"History of England from the Accession of James II - (Volume 1, Chapter 05)",http://www.archive.org/download/historyofengland05/historyofengland05_64kb_mp3.zip
186,"Norton, Caroline Elizabeth Sarah",Poetry,http://www.bartleby.com/101/692.html,English,I Do Not Love Thee,http://www.archive.org/download/i_do_not_love_thee_norton_librivox/i_do_not_love_thee_norton_librivox_64kb_mp3.zip
187,"Wordsworth, William",Poetry,http://www.bartleby.com/145/ww260.html,English,I Wandered Lonely as a Cloud,http://www.archive.org/download/wandered_lonely_as_a_cloud_librivox/wandered_lonely_as_a_cloud_librivox_64kb_mp3.zip
188,"Kipling, Rudyard",Poetry,http://www.gutenberg.org/etext/15529,English,If,http://www.archive.org/download/if_kipling_librivox/if_kipling_librivox_64kb_mp3.zip
189,"McCrae, John",Poetry,http://www.gutenberg.org/etext/353,English,In Flanders Fields,http://www.archive.org/download/in_flanders_fields/in_flanders_fields_64kb_mp3.zip
191,"Sandburg, Carl",Poetry,http://www.bartleby.com/231/0306.html,English,Jazz Fantasia,http://www.archive.org/download/jazz_fantasia_librivox/jazz_fantasia_librivox_64kb_mp3.zip
192,"Brooke, L. Leslie",Fiction,http://www.gutenberg.org/etext/10469,English,Johnny Crow's Garden,http://www.archive.org/download/jcrow_garden_librivox/jcrow_garden_librivox_64kb_mp3.zip
193,Aesop,Fiction,http://www.gutenberg.org/etext/11339,English,"Aesop's Fables, Volume 03 (Fables 51-75)",http://www.archive.org/download/aesop_fables_volume_three_librivox/aesop_fables_volume_three_librivox_64kb_mp3.zip
194,Aesop,Fiction,http://www.gutenberg.org/etext/11339,English,"Aesop's Fables, Volume 04 (Fables 76-100)",http://www.archive.org/download/aesop_fables_volume_four_librivox/aesop_fables_volume_four_librivox_64kb_mp3.zip
195,Aesop,Fiction,http://www.gutenberg.org/etext/11339,English,"Aesop's Fables, Volume 05 (Fables 101-125)",http://www.archive.org/download/aesop_fables_volume_five_librivox/aesop_fables_volume_five_librivox_64kb_mp3.zip
196,Aesop,Fiction,http://www.gutenberg.org/etext/11339,English,"Aesop's Fables, Volume 06 (Fables 126-150)",http://www.archive.org/download/aesop_fables_volume_six_librivox/aesop_fables_volume_six_librivox_64kb_mp3.zip
197,Aesop,Fiction,http://www.gutenberg.org/etext/11339,English,"Aesop's Fables, Volume 07 (Fables 151-175)",http://www.archive.org/download/aesop_fables_volume_seven_librivox/aesop_fables_volume_seven_librivox_64kb_mp3.zip
198,Aesop,Fiction,http://www.gutenberg.org/etext/11339,English,"Aesop's Fables, Volume 08 (Fables 176-200)",http://www.archive.org/download/aesop_fables_volume_eight_librivox/aesop_fables_volume_eight_librivox_64kb_mp3.zip
199,Aesop,Fiction,http://www.gutenberg.org/etext/11339,English,"Aesop's Fables, Volume 09 (Fables 201-225)",http://www.archive.org/download/aesop_fables_volume_nine_librivox/aesop_fables_volume_nine_librivox_64kb_mp3.zip
200,"Carroll, Lewis",Fiction,http://www.gutenberg.org/etext/11,English,Alice's Adventures in Wonderland,http://www.archive.org/download/alice_in_wonderland_librivox/alice_in_wonderland_librivox_64kb_mp3.zip
201,"United States, Founding Fathers of the",Non-fiction,http://www.house.gov/house/Constitution/Amend.html,English,Amendments to the United States Constitution,http://www.archive.org/download/constitution_amendments_librivox/constitution_amendments_librivox_64kb_mp3.zip
202,"United States, Founding Fathers of the",Non-fiction,http://www.law.cornell.edu/constitution/constitution.table.html#amendments,English,Amendments to the United States Constitution (version 2),http://www.archive.org/download/amendments_2_librivox/amendments_2_librivox_64kb_mp3.zip
203,"Williams, William Carlos",Poetry,http://www.theotherpages.org/poems/william1.html#3,English,Danse Russe,http://www.archive.org/download/danse_russe_librivox/danse_russe_librivox_64kb_mp3.zip
204,"Shakespeare, William",Fiction,,English,"Personal Anthology of Shakespeare, A",http://www.archive.org/download/personal_anthology_shakespeare_librivox/personal_anthology_shakespeare_librivox_64kb_mp3.zip
205,"Burroughs, Edgar Rice",Fiction,http://www.gutenberg.org/etext/62,English,"Princess of Mars, A",http://www.archive.org/download/princess_of_mars_librivox/princess_of_mars_librivox_64kb_mp3.zip
206,"Bashō, Matsuo",Non-fiction,http://etext.lib.virginia.edu/japanese/basho/index.html,Japanese,Oku no Hosomichi,http://www.archive.org/download/oku_no_hosomichi_librivox/oku_no_hosomichi_librivox_64kb_mp3.zip
207,"Irving, Washington",Fiction,http://www.gutenberg.org/etext/1850,English,Old Christmas,http://www.archive.org/download/oldchristmas/oldchristmas_64kb_mp3.zip
208,"Lister, Joseph",Non-fiction,http://www.gutenberg.org/etext/5694,English,On the Antiseptic Principle of the Practice of Surgery,http://www.archive.org/download/antiseptic_principle_surgery_librivox/antiseptic_principle_surgery_librivox_64kb_mp3.zip
209,"La Fontaine, Jean de",Fiction,http://www.gutenberg.org/etext/17942,French,"Fables de La Fontaine, livre 02",http://www.archive.org/download/fables_lafontaine_02_librivox/fables_lafontaine_02_librivox_64kb_mp3.zip
210,"Tolstoy, Leo",Fiction,http://az.lib.ru/t/tolstoj_lew_nikolaewich/text_0010.shtml,Russian,Childhood - Детство,http://www.archive.org/download/childhood_russian_librivox/childhood_russian_librivox_64kb_mp3.zip
211,"Giles, Herbert Allen",Non-fiction,http://www.gutenberg.org/etext/18021,English,China and the Chinese,http://www.archive.org/download/china_chinese_librivox/china_chinese_librivox_64kb_mp3.zip
212,"Miller, Joaquin",Poetry,http://www.bartleby.com/248/798.html,English,Columbus,http://www.archive.org/download/columbus_librivox/columbus_librivox_64kb_mp3.zip
213,"Jewett, Sarah Orne",Fiction,http://www.gutenberg.org/etext/367,English,Country of the Pointed Firs,http://www.archive.org/download/pointed_firs/pointed_firs_64kb_mp3.zip
214,"Huxley, Aldous",Fiction,http://www.gutenberg.org/etext/1999,English,Crome Yellow,http://www.archive.org/download/crome_yellow_librivox/crome_yellow_librivox_64kb_mp3.zip
215,"Webster, Jean",Fiction,http://www.gutenberg.org/etext/157,English,Daddy Long-Legs,http://www.archive.org/download/daddy-long-legs_librivox/daddy-long-legs_librivox_64kb_mp3.zip
216,"Johnson, James Weldon",Poetry,http://www.bartleby.com/269/43.html,English,Mother Night,http://www.archive.org/download/mother_night_librivox/mother_night_librivox_64kb_mp3.zip
218,"Frost, Robert",Poetry,http://www.gutenberg.org/etext/3026,English,North of Boston,http://www.archive.org/download/north_of_boston_librivox/north_of_boston_librivox_64kb_mp3.zip
219,"Austen, Jane",Fiction,http://www.gutenberg.org/etext/121,English,Northanger Abbey,http://www.archive.org/download/northanger_abbey_librivox/northanger_abbey_librivox_64kb_mp3.zip
220,"Dostoyevsky, Fyodor",Fiction,http://www.gutenberg.org/etext/600,English,Notes from the Underground,http://www.archive.org/download/notes_from_the_underground/notes_from_the_underground_64kb_mp3.zip
221,"Weir, Robert Stanley",Poetry,http://www.canadianheritage.gc.ca/progs/cpsc-ccsp/sc-cs/anthem_e.cfm,English,O Canada!,http://www.archive.org/download/o_canada_librivox/o_canada_librivox_64kb_mp3.zip
222,"Whitman, Walt",Poetry,http://www.bartleby.com/101/743.html,English,O Captain! My Captain!,http://www.archive.org/download/o_captain_librivox/o_captain_librivox_64kb_mp3.zip
223,"Johnson, James Weldon",Poetry,http://www.bartleby.com/269/44.html,English,O Southland!,http://www.archive.org/download/o_southland_librivox/o_southland_librivox_64kb_mp3.zip
224,Fujiwara no Teika,Poetry,http://www.sacred-texts.com/shi/hvj/index.htm,Japanese,Ogura Hyakunin Isshu,http://www.archive.org/download/hyakunin_isshu_librivox/hyakunin_isshu_librivox_64kb_mp3.zip
225,"Blake, William",Poetry,http://www.gutenberg.org/etext/1934,English,Songs of Innocence and Experience,http://www.archive.org/download/songs_innocence_experience_librivox/songs_innocence_experience_librivox_64kb_mp3.zip
226,"Shakespeare, William",Poetry,http://www.bartleby.com/70/50130.html,English,Sonnet 130,http://www.archive.org/download/sonnet_130_librivox/sonnet_130_librivox_64kb_mp3.zip
227,"Shakespeare, William",Poetry,http://www.gutenberg.org/etext/1041,English,Sonnet 023,http://www.archive.org/download/sonnet_23_librivox/sonnet_23_librivox_64kb_mp3.zip
228,"Shakespeare, William",Poetry,http://www.bartleby.com/70/50073.html,English,Sonnet 073,http://www.archive.org/download/sonnet_73_librivox/sonnet_73_librivox_64kb_mp3.zip
